term,caption_id,caption
reading vs tottenham,10,Spurs losing? Good thing I have a fictional world to escape to! 🤣 #ReadingIsMyTherapy #Tottenham #Relatable
reading vs tottenham,11,My brain cells are working harder reading than Tottenham's midfielders. 🧠 #BookSmart #SpursFail #Sarcasm
reading vs tottenham,12,"I'd rather read about a fictional tragedy than watch a real one unfold (looking at you, Spurs). 😭 #BookLover #TottenhamHotspur #Pain"
robin williams,1,Remembering the magic! ✨ Robin Williams forever in our hearts. He made us believe. #RobinWilliams #GenieInABottle #RIPRobin
robin williams,2,"Good morning, Vietnam! 🤣 Celebrating Robin's iconic roles. What's your fave? #RobinWilliams #ComedyLegend #MorkCallingOrson"
robin williams,3,O Captain! My Captain! 👨‍🏫 Honoring Robin's inspiration. He challenged us to see the world differently. #RobinWilliams #DeadPoetsSociety #SeizeTheDay
robin williams,4,"Nanu nanu! Still laughing at Mork's antics. 😂 Robin, you were one of a kind. #RobinWilliams #MorkAndMindy #ComedyGenius"
robin williams,5,"From Mrs. Doubtfire to the Genie, the range! 👏 Robin's talent knew no bounds. #RobinWilliams #MrsDoubtfire #Aladdin"
robin williams,6,What dreams may come... 🌈 Robin's work continues to inspire. A true legend. #RobinWilliams #Inspiration #DreamBig
robin williams,7,"I'm not bad, I'm just drawn that way! 😜 Just kidding! But Robin *was* a cartoon character IRL. #RobinWilliams #GoodMorningVietnam #TooFunny"
robin williams,8,"Reality. What a concept! 🤔 Thanks, Robin, for making it a bit more bearable. #RobinWilliams #JokeOfTheDay #MorkFromOrk"
robin williams,9,Mrs. Doubtfire taught me everything I know about childcare...and throwing fruit. 🤣 #RobinWilliams #MrsDoubtfire #LifeLessons
robin williams,10,My therapist says I need to laugh more. So I'm watching Robin Williams movies. Prescription filled! 💊 #RobinWilliams #ComedyTherapy #LaughMore
robin williams,11,"If I had three wishes, one would be to see Robin do stand-up again. Genie, you out there? ✨ #RobinWilliams #Aladdin #ThreeWishes"
robin williams,12,Trying to explain to my kids who Robin Williams was... I just kept saying 'He was EVERYTHING!' 🤷‍♀️ #RobinWilliams #ComedyIcon #Legend
scottie scheffler wife,1,Scottie's secret weapon? Meredith! Power couple goals! 💪 #ScottieScheffler #PGATour #WAGs
scottie scheffler wife,2,Meredith cheering on Scottie! Love seeing their support. ❤️ #Scheffler #Masters #Golf
scottie scheffler wife,3,Behind every great golfer... is an even greater wife! #ScottieAndMeredith #GolfLife #CoupleGoals
scottie scheffler wife,4,Major congrats to Scottie & Meredith! So happy for them! 🏆 #ScottieScheffler #WinnersCircle #Family
scottie scheffler wife,5,Meredith's style is always on point! Loving her support for Scottie. ✨ #PGATourWife #FashionGoals #Golf
scottie scheffler wife,6,Celebrating Scottie's win with Meredith! Such a sweet moment. 🥂 #Champions #ScottieScheffler #Love
scottie scheffler wife,7,Meredith's face when Scottie almost loses a ball... 😂 #GolfWifeProblems #Relatable #ScottieScheffler
scottie scheffler wife,8,"Scottie's got the golf, Meredith's got the snacks. A winning combo! 😋 #TeamScheffler #PGATour #SnackGoals"
scottie scheffler wife,9,Pretty sure Meredith is the reason Scottie wins. Just sayin'. 😉 #GolfWifeMagic #ScottieScheffler #LuckyCharm
scottie scheffler wife,10,Plot twist: Meredith is secretly coaching Scottie. 🤫 #GolfSecrets #ScottieScheffler #PGATour
scottie scheffler wife,11,"Meredith's probably thinking, 'Just don't slice it into the water, Scottie!' 🤣 #GolfHumor #ScottieScheffler #Relatable"
scottie scheffler wife,12,"Scottie Scheffler, brought to you by Meredith. (Probably.) 😎 #PoweredByLove #GolfLife #ScottieScheffler"
shane lowry,1,Shane Lowry crushing it! What a legend! ☘️ #ShaneLowry #Golf #IrishOpen
shane lowry,2,Lowry magic on the green! Pure class. ✨ #GolfingGreat #ShaneLowry #Champion
shane lowry,3,Living for these Shane Lowry moments! So inspiring! 🏌️‍♂️ #IrishGolf #ShaneLowry #Motivation
shane lowry,4,Unbelievable performance by Shane Lowry! Making Ireland proud! 🇮🇪 #ShaneLowry #GolfLife #Ireland
shane lowry,5,Shane Lowry: Proof that hard work pays off! 💪 #GolfPro #ShaneLowry #Dedication
shane lowry,6,Celebrating Shane Lowry's incredible talent! 🎉 #GolfStar #ShaneLowry #Victory
shane lowry,7,Shane Lowry's swing is smoother than my pick-up lines. 🤣 #ShaneLowry #GolfHumor #Funny
shane lowry,8,"Is it just me, or does Shane Lowry look like he knows where all the good snacks are? 🤔 #ShaneLowry #GolfLife #SnackTime"
shane lowry,9,My golf game vs. Shane Lowry's. It's not even close. Send help (and lessons!). 😂 #ShaneLowry #GolfStruggles #Relatable
shane lowry,10,Trying to channel my inner Shane Lowry... mostly ending up in the bunker. 🤦‍♀️ #ShaneLowry #GolfFail #SendWine
shane lowry,11,Shane Lowry making golf look easy. I'm over here just trying not to shank it into the trees. 🌳 #ShaneLowry #Golfing #Hilarious
shane lowry,12,"If Shane Lowry's golf game was a drink, it'd be a perfectly poured pint of Guinness. 🍻 #ShaneLowry #Golf #IrishHumor"
shannon sharpe,1,Shannon Sharpe spitting facts! 🔥 What's your favorite quote? #ShannonSharpe #ClubShayShay #Undisputed
shannon sharpe,2,Unc always bringing the heat! 🔥 Who agrees? #ShannonSharpe #FootballTalk #Legend
shannon sharpe,3,Living for Shannon Sharpe's energy! ✨ Motivation overload! #ShannonSharpe #Inspiration #PositiveVibes
shannon sharpe,4,Shannon Sharpe: The GOAT commentator! 🐐 Agree or disagree? #ShannonSharpe #SportsCommentary #Debate
shannon sharpe,5,Always learning from Shannon Sharpe! 🧠 Wisdom bombs dropping! #ShannonSharpe #Knowledge #Growth
shannon sharpe,6,Shannon Sharpe's style is unmatched! 😎 Drip or drown? #ShannonSharpe #Fashion #Swag
shannon sharpe,7,Shannon Sharpe's takes got me like... 🤯 I need a fact check! #ShannonSharpe #ClubShayShay #LOL
shannon sharpe,8,Unc's got jokes for days! 😂 Who's laughing with me? #ShannonSharpe #Humor #Comedy
shannon sharpe,9,Me trying to understand Shannon Sharpe's analogies... 😵‍💫 Help me out! #ShannonSharpe #Confused #Relatable
shannon sharpe,10,Shannon Sharpe's confidence is my spirit animal. 🦁 Fake it 'til you make it! #ShannonSharpe #Confidence #Funny
shannon sharpe,11,"Is it just me, or does Shannon Sharpe always win the argument? 🤔 #ShannonSharpe #Debate #Winning"
shannon sharpe,12,My brain after listening to Shannon Sharpe: 💥 So much information! #ShannonSharpe #Overload #BrainExplosion
shemar stewart,1,Shemar Stewart's got that dawg in him! 🔥 Future's bright! #ShemarStewart #MiamiHurricanes #CollegeFootball
shemar stewart,2,Watching Shemar dominate! The energy is infectious! 👏 #TheU #ShemarStewart #FootballSeason
shemar stewart,3,Shemar Stewart: a force to be reckoned with! 🏈 #ShemarStewart #MiamiFootball #Defense
shemar stewart,4,All eyes on Shemar Stewart! He's a game changer! 👀 #ShemarStewart #CollegeGameDay #Miami
shemar stewart,5,Shemar Stewart bringing the heat! 🔥 So hyped for this season! #ShemarStewart #Hurricanes #ACC
shemar stewart,6,Can't get enough of Shemar Stewart's plays! Simply amazing! ✨ #ShemarStewart #MiamiHurricanes #CFB
shemar stewart,7,"Shemar Stewart's so good, he makes me wanna do push-ups... almost. 😜 #ShemarStewart #FootballFunny #LazyFan"
shemar stewart,8,"Is it just me, or does Shemar Stewart make helmets look good? Asking for a friend. 😉 #ShemarStewart #HelmetHair #JustKidding"
shemar stewart,9,Pretty sure Shemar Stewart's secret weapon is his smile. Destroys defenses AND hearts! 😂 #ShemarStewart #WinningSmile #TheU
shemar stewart,10,Me trying to avoid Shemar Stewart on the field. Good luck to the opposing team! 🏃‍♀️ #ShemarStewart #AvoidTheTackle #RunAway
shemar stewart,11,Shemar Stewart's got me questioning all my life choices... like why I'm not a football player. 🤔 #ShemarStewart #AthleteGoals #Regret
shemar stewart,12,Warning: Watching Shemar Stewart may cause excessive cheering and possible voice loss. 🗣️ #ShemarStewart #LoudFan #GoCanes
spain vs switzerland,1,Spain vs Switzerland! Who's got your vote? ⚽️🇪🇸🇨🇭 #SpainSwitzerland #FootballFever #GameDay
spain vs switzerland,2,Feeling the heat with Spain vs Switzerland! 🔥 Predictions anyone? #EuroQualifiers #Spain #Switzerland
spain vs switzerland,3,Passion on the pitch! Rooting for some epic goals! 🇪🇸🇨🇭 #SpainVsSwitzerland #FootballIsLife #LetsGo
spain vs switzerland,4,Spain or Switzerland? Get ready for a nail-biter! ⚽️ #SoccerMatch #InternationalFootball #Excited
spain vs switzerland,5,Vamos! Allez! Let the games begin! Spain vs Switzerland! 🇪🇸🇨🇭 #FootballMatch #Euro2024 #Sports
spain vs switzerland,6,Cheering loud for my team! Spain vs Switzerland! Who will conquer? 🏆 #FootballGame #SportsFan #GoTeam
spain vs switzerland,7,"Switzerland brought the cheese, but can they bring the win? 🧀🇪🇸 #SpainVsSwitzerland #CheeseJoke #FootballHumor"
spain vs switzerland,8,Spain vs Switzerland: May the best *chocolate* win... or the best football! 🍫⚽️ #Spain #Switzerland #SweetVictory
spain vs switzerland,9,"Hoping for a match so good, it's worth staying up late for! (Even if I have work tomorrow 😴) #SpainSwitzerland #LateNightFootball #WorthIt?"
spain vs switzerland,10,My bracket is already busted... but I'm still here for the drama! 😅 #SpainVsSwitzerland #FootballFail #BracketBuster
spain vs switzerland,11,Switzerland's neutral... but this game is anything BUT! 🇨🇭🇪🇸 #Spain #Switzerland #NeutralNoMore
spain vs switzerland,12,Is it too early to order tapas and fondue? 🤔 #SpainVsSwitzerland #FoodGoals #FootballAndFood
stephen king,1,Stephen King season is ALWAYS in session! What's your fave read? 📚 #StephenKing #HorrorBooks #BookLover
stephen king,2,Lost in the Stephen King universe! Send coffee & courage! ☕😱 #StephenKing #HorrorFan #CurrentlyReading
stephen king,3,Feeling brave? Dive into the darkness with Stephen King! 💀 #StephenKing #HorrorReads #Bookstagram
stephen king,4,"King of Horror, King of my heart! What's your go-to scare? ❤️ #StephenKing #HorrorAuthor #BookNerd"
stephen king,5,Getting my spooky on with the master of suspense! Who's with me?! 👻 #StephenKing #HorrorObsessed #ReadingList
stephen king,6,Ready to be terrified? Stephen King never disappoints! 😈 #StephenKing #HorrorCommunity #MustRead
stephen king,7,My therapist knows all about my Stephen King obsession. It's fine. 🤡 #StephenKing #HorrorHumor #BookAddict
stephen king,8,Stephen King taught me it's okay to be afraid of clowns...and pretty much everything else. 🎈 #StephenKing #FunnyHorror #Pennywise
stephen king,9,Just survived another Stephen King novel! Send wine and a hug. 🍷🤗 #StephenKing #HorrorLife #BookHumor
stephen king,10,My dating profile should just say 'Loves Stephen King'. Filters out the weak. 💪 #StephenKing #HorrorLove #DatingLife
stephen king,11,Warning: May spontaneously quote Stephen King. It's a medical condition. 🤷‍♀️ #StephenKing #BookishProblems #HorrorJokes
stephen king,12,Is it socially acceptable to wear a 'I ❤️ Stephen King' t-shirt every day? Asking for a friend. 👕 #StephenKing #HorrorFashion #Bookish
tj maxx yellow tag sale,1,Yellow tag alert! 🚨 Score big at TJ Maxx before it's gone! ✨ #TJMaxxFinds #YellowTagSale #Deals
tj maxx yellow tag sale,2,Maxxinista on the hunt! 🕵️‍♀️ Yellow tags are my weakness. What did you find? #TJMaxxObsessed #Savings #RetailTherapy
tj maxx yellow tag sale,3,It's a yellow tag kinda day!☀️ TJ Maxx deals are calling my name! 📞 #TJMaxxDeals #YellowTag #BargainHunter
tj maxx yellow tag sale,4,"Running, not walking, to TJ Maxx for these yellow tag savings! 🏃‍♀️💨 #TJMaxxLife #DiscountShopping #StealsandDeals"
tj maxx yellow tag sale,5,Elevate your style without breaking the bank! Yellow tags = happy dance! 💃 #TJMaxxStyle #AffordableFashion #SaleAlert
tj maxx yellow tag sale,6,Can't resist a good deal! TJ Maxx yellow tag sale is where it's at. 🤩 #TJMaxxHaul #YellowTagMadness #ShopSmart
tj maxx yellow tag sale,7,My therapist told me to treat myself. Enter: TJ Maxx yellow tags. 🤷‍♀️ #RetailTherapy #TJMaxxAnonymous #YellowTagAddict
tj maxx yellow tag sale,8,Spotted: Me sprinting to the clearance rack. Yellow tags were involved. 🏃‍♀️ #TJMaxxProblems #ClearanceFinds #WorthIt
tj maxx yellow tag sale,9,Warning: May spontaneously combust from excitement over TJ Maxx yellow tag prices. 🔥 #TJMaxxHumor #DealHunter #DangerouslyGood
tj maxx yellow tag sale,10,"My bank account is crying, but my closet is THRIVING. Thanks, TJ Maxx yellow tags! 😂 #TJMaxxConfessions #ShoppingSpree #SorryNotSorry"
tj maxx yellow tag sale,11,"I came, I saw, I conquered the TJ Maxx yellow tag sale. Bow down. 👑 #TJMaxxQueen #SaleWinner #YellowTagBoss"
tj maxx yellow tag sale,12,Is it hoarding if it's on sale? Asking for a friend... at TJ Maxx. 👀 #TJMaxxAddict #SaleHoarding #NoRegrets
tommy fleetwood,1,Tommy Fleetwood: Style icon on and off the course! 🤩 #TommyFleetwood #GolfStyle #PGA
tommy fleetwood,2,Fleetwood's swing is pure magic! ✨ So smooth! #TommyFleetwood #GolfSwing #TheMasters
tommy fleetwood,3,Rooting for Tommy! Let's go get that win! 🏆 #Fleetwood #GolfLife #PGATour
tommy fleetwood,4,That Fleetwood focus! Always a pleasure to watch him play. 🔥 #TommyFleetwood #GolfPro #Concentration
tommy fleetwood,5,Fleetwood's hair game is always strong! 👌 #TommyFleetwood #HairGoals #GolfFashion
tommy fleetwood,6,Chasing birdies with Tommy! What a legend! ⛳ #TommyFleetwood #BirdieTime #Golfing
tommy fleetwood,7,Tommy Fleetwood's secret? Probably good hair and even better golf. 🤷‍♂️ #TommyFleetwood #GolfHumor #Hairline
tommy fleetwood,8,Pretty sure Tommy Fleetwood's caddy just carries his good looks. 😉 #TommyFleetwood #GolfCaddy #Handsome
tommy fleetwood,9,"Is it just me, or does Tommy Fleetwood make golf look *easy*? (Spoiler: it's not.) 😂 #TommyFleetwood #GolfLife #Funny"
tommy fleetwood,10,"Me trying to recreate Tommy Fleetwood's swing... Nailed it! (Just kidding, I shanked it.) 🤪 #TommyFleetwood #GolfFail #Relatable"
tommy fleetwood,11,"Tommy Fleetwood: Making dad bods fashionable since... well, always! 😎 #TommyFleetwood #DadBod #GolfDad"
tommy fleetwood,12,I'd let Tommy Fleetwood read me the phone book. That accent! 😍 (and the golf is good too) #TommyFleetwood #Accent #GolfFan
tsunami warning,1,Tsunami warning? Time to practice my surfing skills! 🌊🏄‍♀️ Stay safe everyone! #TsunamiWarning #BeachLife #SafetyFirst
tsunami warning,2,Heard there's a tsunami warning. Guess I'll be building a sandcastle fortress! 🏰🏖️ Stay informed! #TsunamiPreparedness #SandcastleGoals #CoastalLiving
tsunami warning,3,Tsunami alert! Keeping calm and carrying on. Sending positive vibes to everyone! ✨🙏 #TsunamiWarning #GoodVibes #StayPositive
tsunami warning,4,Heeding the tsunami warning! Better safe than sorry. Stocked up on snacks and ready to chill. 🍿🏠 #TsunamiSafety #Preparedness #CoastalLife
tsunami warning,5,Tsunami warning in effect! Taking precautions and staying informed. What are you doing to prepare? 🤔🌊 #TsunamiAwareness #SafetyFirst #CoastalCommunity
